layer,alpha,n_total,n_valid,n_match,success_rate
15,2.5,27,27,26,0.963
16,0.1,27,27,26,0.963
16,0.2,27,27,26,0.963
16,0.3,27,27,26,0.963
16,0.4,27,26,25,0.9615
16,0.5,27,27,26,0.963
16,0.6,27,27,26,0.963
16,0.7,27,27,27,1.0
16,0.8,27,27,27,1.0
16,0.9,27,27,27,1.0
16,1.0,27,26,26,1.0
16,1.5,27,27,27,1.0
16,2.0,27,27,26,0.963
16,2.5,27,27,25,0.9259
17,0.1,27,27,26,0.963
17,0.2,27,27,26,0.963
17,0.3,27,27,26,0.963
17,0.4,27,27,26,0.963
17,0.5,27,27,26,0.963
17,0.6,27,26,25,0.9615
17,0.7,27,27,26,0.963
17,0.8,27,27,26,0.963
17,0.9,27,27,27,1.0
17,1.0,27,27,27,1.0
17,1.5,27,26,26,1.0
17,2.0,27,27,27,1.0
17,2.5,27,27,27,1.0
18,0.1,27,27,26,0.963
18,0.2,27,27,26,0.963
18,0.3,27,27,26,0.963
18,0.4,27,27,26,0.963
18,0.5,27,27,26,0.963
18,0.6,27,27,26,0.963
18,0.7,27,27,26,0.963
18,0.8,27,27,26,0.963
18,0.9,27,27,26,0.963
18,1.0,27,27,27,1.0
18,1.5,27,27,27,1.0
18,2.0,27,27,27,1.0
18,2.5,27,27,27,1.0
19,0.1,27,27,26,0.963
19,0.2,27,27,26,0.963
19,0.3,27,27,26,0.963
19,0.4,27,27,26,0.963
19,0.5,27,27,26,0.963
19,0.6,27,27,26,0.963
19,0.7,27,27,26,0.963
19,0.8,27,27,26,0.963
19,0.9,27,27,26,0.963
19,1.0,27,27,26,0.963
19,1.5,27,27,26,0.963
19,2.0,27,27,26,0.963
19,2.5,27,27,26,0.963
20,0.1,27,27,26,0.963
20,0.2,27,27,26,0.963
20,0.3,27,27,26,0.963
20,0.4,27,27,26,0.963
20,0.5,27,27,26,0.963
20,0.6,27,27,26,0.963
20,0.7,27,27,26,0.963
20,0.8,27,27,26,0.963
20,0.9,27,27,26,0.963
20,1.0,27,27,26,0.963
20,1.5,27,27,25,0.9259
20,2.0,27,27,26,0.963
20,2.5,27,27,21,0.7778
21,0.1,27,27,26,0.963
21,0.2,27,27,26,0.963
21,0.3,27,27,26,0.963
21,0.4,27,27,26,0.963
21,0.5,27,27,26,0.963
21,0.6,27,27,26,0.963
21,0.7,27,27,26,0.963
21,0.8,27,27,26,0.963
21,0.9,27,27,26,0.963
21,1.0,27,27,26,0.963
21,1.5,27,27,25,0.9259
21,2.0,27,26,26,1.0
21,2.5,27,27,27,1.0
22,0.1,27,27,26,0.963
22,0.2,27,27,26,0.963
22,0.3,27,26,25,0.9615
22,0.4,27,26,25,0.9615
22,0.5,27,27,26,0.963
22,0.6,27,27,26,0.963
22,0.7,27,26,25,0.9615
22,0.8,27,27,26,0.963
22,0.9,27,27,25,0.9259
22,1.0,27,27,25,0.9259
22,1.5,27,27,26,0.963
22,2.0,27,27,26,0.963
22,2.5,27,27,26,0.963
23,0.1,27,26,25,0.9615
23,0.2,27,27,26,0.963
23,0.3,27,27,26,0.963
23,0.4,27,27,26,0.963
23,0.5,27,27,26,0.963
23,0.6,27,27,26,0.963
23,0.7,27,27,26,0.963
23,0.8,27,27,26,0.963
23,0.9,27,27,25,0.9259
23,1.0,27,27,25,0.9259
23,1.5,27,27,25,0.9259
23,2.0,27,27,25,0.9259
23,2.5,27,27,26,0.963
24,0.1,27,27,26,0.963
24,0.2,27,27,26,0.963
24,0.3,27,27,26,0.963
24,0.4,27,27,26,0.963
24,0.5,27,27,26,0.963
24,0.6,27,27,26,0.963
24,0.7,27,27,26,0.963
24,0.8,27,27,26,0.963
24,0.9,27,27,25,0.9259
24,1.0,27,27,25,0.9259
24,1.5,27,27,25,0.9259
24,2.0,27,27,25,0.9259
24,2.5,27,27,25,0.9259
25,0.1,27,27,26,0.963
25,0.2,27,27,26,0.963
25,0.3,27,27,26,0.963
25,0.4,27,27,26,0.963
25,0.5,27,27,26,0.963
25,0.6,27,27,26,0.963
25,0.7,27,27,26,0.963
25,0.8,27,27,25,0.9259
25,0.9,27,27,25,0.9259
25,1.0,27,27,24,0.8889
25,1.5,27,27,26,0.963
25,2.0,27,25,24,0.96
25,2.5,27,26,25,0.9615
26,0.1,27,27,26,0.963
26,0.2,27,27,26,0.963
26,0.3,27,27,26,0.963
26,0.4,27,26,25,0.9615
26,0.5,27,27,26,0.963
26,0.6,27,27,26,0.963
26,0.7,27,27,26,0.963
26,0.8,27,27,26,0.963
26,0.9,27,27,25,0.9259
26,1.0,27,27,25,0.9259
26,1.5,27,27,26,0.963
26,2.0,27,27,26,0.963
26,2.5,27,27,24,0.8889
27,0.1,27,27,26,0.963
27,0.2,27,27,26,0.963
27,0.3,27,27,26,0.963
27,0.4,27,26,25,0.9615
27,0.5,27,27,26,0.963
27,0.6,27,27,26,0.963
27,0.7,27,27,26,0.963
27,0.8,27,27,26,0.963
27,0.9,27,27,25,0.9259
27,1.0,27,27,26,0.963
27,1.5,27,27,27,1.0
27,2.0,27,27,26,0.963
27,2.5,27,27,21,0.7778
28,0.1,27,27,26,0.963
28,0.2,27,27,26,0.963
28,0.3,27,27,26,0.963
28,0.4,27,27,26,0.963
28,0.5,27,27,26,0.963
28,0.6,27,27,26,0.963
28,0.7,27,27,26,0.963
28,0.8,27,27,26,0.963
28,0.9,27,27,26,0.963
28,1.0,27,27,26,0.963
28,1.5,27,27,26,0.963
28,2.0,27,27,25,0.9259
28,2.5,27,27,20,0.7407
29,0.1,27,27,26,0.963
29,0.2,27,27,26,0.963
29,0.3,27,27,26,0.963
29,0.4,27,27,26,0.963
29,0.5,27,27,26,0.963
29,0.6,27,27,26,0.963
29,0.7,27,27,26,0.963
29,0.8,27,27,25,0.9259
29,0.9,27,27,25,0.9259
29,1.0,27,27,25,0.9259
29,1.5,27,27,26,0.963
29,2.0,27,27,26,0.963
29,2.5,27,27,19,0.7037
30,0.1,27,27,26,0.963
30,0.2,27,27,26,0.963
30,0.3,27,27,26,0.963
30,0.4,27,27,26,0.963
30,0.5,27,26,25,0.9615
30,0.6,27,27,25,0.9259
30,0.7,27,26,24,0.9231
30,0.8,27,27,25,0.9259
30,0.9,27,27,25,0.9259
30,1.0,27,26,25,0.9615
30,1.5,27,25,24,0.96
30,2.0,27,25,24,0.96
30,2.5,27,25,14,0.56
31,0.1,27,26,25,0.9615
31,0.2,27,26,25,0.9615
31,0.3,27,26,25,0.9615
31,0.4,27,26,25,0.9615
31,0.5,27,27,26,0.963
31,0.6,27,27,24,0.8889
31,0.7,27,24,13,0.5417
31,0.8,27,26,2,0.0769
31,0.9,27,26,0,0.0
31,1.0,27,27,0,0.0
31,1.5,27,27,0,0.0
31,2.0,27,27,0,0.0
31,2.5,27,27,0,0.0
